Temperature,Appliances,Power_Usage
26.236203565420873,6,252.96790758215332
43.52142919229749,1,226.25044578688332
36.95981825434215,9,321.28890659139563
32.959754525911094,1,200.96437846563967
19.680559213273096,5,222.99977104239204
19.67983561008608,4,207.3254849874672
16.742508365045985,3,190.4110707536324
40.98528437324806,6,294.68452749055035
33.03345035229626,2,210.77879505164526
36.242177333881365,3,241.40209235152466
15.617534828874074,5,208.6385204341857
44.097295564859834,9,348.3229169468709
39.97327922401266,2,232.89870434987358
21.370173320348286,10,301.8777011043008
20.454749016213018,8,272.7675376517431
20.502135295603015,2,174.99977035708102
24.127267288786133,5,239.93830331799984
30.742692948967136,7,280.9322216902029
27.958350559263472,8,287.2822612955635
23.736874205941255,1,179.58723164403762
33.35558684167138,6,269.86724865146465
19.184815819561255,1,155.91973306708533
23.764339456056547,2,181.62770277252184
25.99085529881075,1,183.00718800375506
28.682099526511077,5,240.30310205379627
38.55527884179041,10,355.1621680143979
20.99021346475079,9,277.0658866224584
30.42703315240835,6,274.54986472247106
32.772437065861276,1,197.98618000066628
16.393512381599933,1,155.50021539464785
33.226345557043146,2,210.34126845856312
20.115723710618745,9,287.28498984830725
16.951547789558386,3,187.19069596177172
43.466566117599996,1,229.1829247040826
43.96896099223678,5,285.49354072390213
39.25192044349383,7,303.88130991604396
24.13841307520112,6,248.52797162693355
17.930163420191516,1,159.54068043187345
35.52699079536471,5,265.35648583287207
28.20457481218804,5,236.96059506718697
18.661147045343366,6,229.91194050282985
29.855307303338105,3,223.35458872845882
16.031655633456552,5,215.9334662742811
42.27961206236346,7,309.7791134741453
22.763399448000506,5,232.00066828532823
34.875668530619464,5,263.92707985335704
24.35133228268233,5,233.179532305159
30.602040635334326,10,322.61357796132427
31.40130838029839,10,329.4824972262344
20.545633665765813,3,191.47222027633936
44.08753883293676,1,227.26011086091424
38.253984700833435,5,262.1220437308944
43.18496824692568,9,348.1081988039424
41.844820512829465,1,221.97503869413887
32.93699936433255,3,228.62264708240076
42.6562270506935,4,271.5540225464613
17.654775061557586,1,167.46430987620684
20.879485872574357,1,172.27056500652654
16.35681866731614,8,251.6876755116321
24.759909922897933,2,185.5018899735663
26.660318690684463,8,283.5267038382328
23.140470953216877,7,262.9816326340964
39.86212527455788,10,352.24360828874035
25.70259980080768,10,310.6277804362519
23.428035290621423,2,189.50392204893896
31.280882494747456,6,264.425291575102
19.22772674924288,6,235.01172785814745
39.06590942262119,3,235.63146807231186
17.236519310393124,2,168.4751320454283
44.60660809801552,1,219.75809721695714
38.16734307889972,6,280.53899143236265
20.961470446025174,5,232.6718850981021
15.165663513708072,9,268.16716434011045
39.463842853645026,1,226.8215174582995
36.205720315428515,7,297.98089029297574
36.87021504122962,5,268.09971822154847
38.13811040057837,5,266.0534871005399
17.221339552022712,2,176.55489827710173
25.753971856328178,3,206.50674050963158
18.47607178575389,7,251.80022853761153
40.89310277626781,6,305.0331796320135
33.69894380482674,2,213.7670600134436
24.926940745579476,6,258.0637184953771
16.90675050858071,2,168.75099414582235
24.329469651469864,2,190.64873167618987
24.75549966080241,2,200.74275233018358
36.888185350141924,3,234.085628086416
34.12672414065639,2,224.37905314162563
41.616382277289794,4,267.57971537050184
29.16644775485848,9,305.10378550767484
18.58782737814905,6,239.63160714065023
36.39734361668985,1,210.85613128985827
37.82355145850693,8,317.6679284573533
31.83831592708489,7,276.7446662182599
38.12901539863683,10,341.6868526174677
29.81386789093172,3,218.29707654957176
30.681984881459822,1,191.33279505814932
27.826230550756488,5,247.6689368646446
15.762573802322855,4,200.2949395104734
18.236742809799132,10,288.9151352309473
15.942875570602027,8,261.75817818153484
34.09231233791341,1,203.28370957120265
24.4306794322898,10,313.8756508203797
30.257120734941083,1,196.0467054651258
42.22699421778279,4,269.7370963172015
22.47876687446625,8,278.4928175823078
27.31148769106889,5,242.927890670379
37.66653415629146,2,215.8615307231487
21.863944964748676,6,246.80795350753462
17.30939729486379,5,219.31193167297502
23.69254358741304,2,190.5892531545095
19.83663861762013,3,188.2078536649488
42.890929570277194,9,336.8220412236517
39.24361138693251,7,308.3747927339958
34.002112695312704,7,289.80750596899844
41.143817705631534,6,296.26704775094197
39.110162306973436,8,317.9169976480859
20.597101766581076,4,211.6415351139314
41.77676995469933,8,329.1333439166283
31.18026725746952,4,235.37044450258693
39.22320465492187,8,318.5386155220096
41.8827389977048,9,337.3954710507368
24.540104249155917,3,204.1777794857282
18.301557735830304,3,189.20803372223256
21.83805487625825,2,185.7058060488142
27.813233658787688,10,317.1393410386518
39.54044297767479,3,250.1298880720546
40.82191749769031,3,242.58175723312826
15.208563915935722,5,212.08705156903252
30.32241907732697,5,248.60739240194656
27.52233009446337,2,206.04071465792708
21.663234314121908,10,305.1408596678626
18.595961020010485,6,241.6491252473694
25.12845514210884,5,230.39333599008725
43.287291117375574,6,299.55347912278523
24.696087960622656,1,181.18837387967383
30.563718652300985,5,251.8207165771296
36.090568766855334,9,330.5538237924651
25.90888807137882,10,312.18577792794514
44.15346248162882,2,247.43039340499996
43.87341884826334,1,236.1780377387546
22.553468874760924,10,304.56947938470404
29.91745517677156,9,307.56612533492506
24.026349294503092,10,317.33279562184623
23.545214831324028,9,301.7608978069636
16.106608420635983,9,272.65222091582365
33.286930019396905,6,271.116390963013
30.080370696865845,8,293.79200369786207
16.54436253749968,1,149.6386537885778
23.359393927098346,10,303.8052250853248
42.24797657899961,4,260.5992376137387
22.186856720009175,1,166.6281539745023
19.346846162736693,8,268.19369096990783
29.68358280832689,1,190.38003068349983
44.56951362331802,3,264.17628652236544
22.261658145345013,4,210.66237515966858
35.16406642217636,8,312.8317780478238
37.84858845986153,6,283.55152692852624
22.12912631977199,10,305.0754972511678
36.84649045835579,7,300.4903236067225
26.033493981577596,8,279.4701248461325
33.96917491780738,2,216.8349860254387
34.00589132282684,10,335.8469893481324
31.073240522242756,8,300.14535762564765
17.70869310163225,3,190.71757597361972
40.05907486767714,7,317.4241878687473
24.623401949152075,3,203.3698049516236
20.595555311995625,7,253.83390350497996
16.223254246642917,2,167.44243298448345
32.72678829564725,10,329.03958514331686
